Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State
6,103,Laptop,Footwear,483,Chicago,Supplier B,Weekly,13,963.97,3.9,214,Yes,88,47,46,206,32,41.8781,-87.6298,IL
1,109,Sneakers,Furniture,357,Phoenix,Supplier A,Weekly,9,982.4,20.5,144,Yes,10,15,36,92,18,33.4484,-112.074,AZ
2,187,Sofa,Furniture,25,Chicago,Supplier C,Quarterly,13,755.96,11.4,139,Yes,63,18,34,227,16,41.8781,-87.6298,IL
6,116,Bananas,Furniture,368,Houston,Supplier B,Monthly,5,984.08,-6.1,94,No,25,27,39,6,25,29.7604,-95.3698,TX
2,151,Bananas,Electronics,310,New York,Supplier C,Monthly,4,122.42,-3.9,260,No,94,6,24,356,16,40.7128,-74.006,NY
5,105,T-Shirt,Furniture,255,Chicago,Supplier C,Weekly,1,992.4,24.0,310,No,68,34,39,12,22,41.8781,-87.6298,IL
5,182,Sneakers,Groceries,463,Los Angeles,Supplier A,Monthly,9,112.52,30.0,60,No,75,41,6,250,24,34.0522,-118.2437,CA
6,168,T-Shirt,Groceries,268,Los Angeles,Supplier A,Quarterly,6,421.3,3.4,115,No,12,5,20,418,28,34.0522,-118.2437,CA
6,195,Bananas,Footwear,126,Houston,Supplier A,Weekly,11,246.56,5.5,167,No,24,12,9,377,23,29.7604,-95.3698,TX
6,173,Sneakers,Clothing,393,Phoenix,Supplier C,Monthly,2,954.31,-3.8,106,Yes,41,29,49,198,21,33.4484,-112.074,AZ
2,108,Sneakers,Clothing,250,New York,Supplier D,Weekly,13,639.43,-0.6,166,Yes,59,37,21,127,9,40.7128,-74.006,NY
3,190,Sofa,Electronics,287,Chicago,Supplier A,Weekly,7,601.16,7.0,151,Yes,69,12,11,448,2,41.8781,-87.6298,IL
6,176,Sofa,Furniture,334,Phoenix,Supplier D,Quarterly,3,997.46,1.4,293,No,97,25,48,37,38,33.4484,-112.074,AZ
8,182,Laptop,Electronics,477,Phoenix,Supplier D,Quarterly,6,616.3,18.1,126,No,17,47,30,381,28,33.4484,-112.074,AZ
1,120,Sofa,Footwear,53,Chicago,Supplier D,Monthly,8,649.7,11.5,48,Yes,16,34,1,421,26,41.8781,-87.6298,IL
1,123,Sneakers,Footwear,368,Chicago,Supplier B,Quarterly,3,54.33,22.9,315,Yes,13,11,27,8,27,41.8781,-87.6298,IL
2,103,Sofa,Clothing,43,Chicago,Supplier C,Weekly,13,860.46,19.0,38,Yes,19,23,48,165,25,41.8781,-87.6298,IL
6,123,Laptop,Footwear,166,Chicago,Supplier A,Quarterly,12,970.39,-4.9,112,Yes,69,24,49,120,21,41.8781,-87.6298,IL
9,158,Bananas,Furniture,42,Los Angeles,Supplier C,Monthly,12,960.71,-5.1,76,No,34,49,6,232,38,34.0522,-118.2437,CA
4,198,Sofa,Groceries,380,Phoenix,Supplier C,Monthly,5,228.89,25.8,119,Yes,51,18,43,225,25,33.4484,-112.074,AZ
3,102,Sneakers,Footwear,456,Phoenix,Supplier B,Monthly,14,233.66,22.8,30,No,56,10,7,372,38,33.4484,-112.074,AZ
8,167,Bananas,Electronics,176,Los Angeles,Supplier B,Quarterly,6,372.39,8.7,191,No,41,5,48,233,46,34.0522,-118.2437,CA
9,139,Sneakers,Furniture,67,Phoenix,Supplier B,Quarterly,1,317.11,-4.8,182,Yes,83,31,22,430,11,33.4484,-112.074,AZ
5,147,Bananas,Footwear,66,Chicago,Supplier C,Quarterly,10,312.56,25.9,30,No,82,25,34,287,28,41.8781,-87.6298,IL
9,153,Sneakers,Footwear,400,New York,Supplier D,Quarterly,7,609.16,-0.8,175,No,34,17,20,226,49,40.7128,-74.006,NY
2,134,Sofa,Furniture,83,Phoenix,Supplier C,Quarterly,4,807.55,-8.6,190,Yes,98,28,45,395,36,33.4484,-112.074,AZ
3,194,Sofa,Footwear,350,New York,Supplier B,Monthly,10,937.4,27.0,164,No,25,1,45,420,4,40.7128,-74.006,NY
7,155,Laptop,Groceries,105,New York,Supplier C,Monthly,11,77.18,22.4,315,No,58,45,15,452,19,40.7128,-74.006,NY
7,188,Bananas,Clothing,400,Los Angeles,Supplier B,Quarterly,7,285.2,17.7,106,Yes,25,2,47,145,24,34.0522,-118.2437,CA
6,139,Laptop,Furniture,287,Houston,Supplier B,Weekly,7,262.46,-8.6,110,Yes,47,49,9,250,22,29.7604,-95.3698,TX
6,176,T-Shirt,Electronics,374,Phoenix,Supplier A,Monthly,11,363.87,11.1,298,Yes,14,47,18,272,48,33.4484,-112.074,AZ
2,167,Sofa,Footwear,186,Los Angeles,Supplier D,Weekly,5,430.09,16.1,298,Yes,16,40,46,286,25,34.0522,-118.2437,CA
6,145,Bananas,Clothing,284,Los Angeles,Supplier B,Weekly,8,395.28,20.4,71,Yes,86,2,46,39,8,34.0522,-118.2437,CA
4,177,Laptop,Electronics,4,New York,Supplier A,Monthly,8,952.63,8.8,153,No,17,27,36,44,20,40.7128,-74.006,NY
3,112,Laptop,Electronics,138,Phoenix,Supplier D,Weekly,5,442.76,28.1,259,Yes,42,8,46,497,1,33.4484,-112.074,AZ
2,126,T-Shirt,Groceries,179,Los Angeles,Supplier B,Weekly,5,556.08,-0.2,231,Yes,71,27,42,453,4,34.0522,-118.2437,CA
1,105,Laptop,Clothing,237,Chicago,Supplier D,Monthly,7,751.15,-7.2,363,No,83,37,30,488,12,41.8781,-87.6298,IL
5,116,Sneakers,Furniture,18,Los Angeles,Supplier D,Monthly,6,727.83,3.3,136,No,93,17,11,372,25,34.0522,-118.2437,CA
2,135,Sofa,Clothing,303,Chicago,Supplier C,Quarterly,4,587.13,16.5,321,No,41,4,33,37,21,41.8781,-87.6298,IL
2,198,Laptop,Clothing,416,Houston,Supplier A,Monthly,2,862.22,19.5,320,Yes,10,44,46,491,19,29.7604,-95.3698,TX
7,180,Laptop,Electronics,414,Chicago,Supplier D,Weekly,8,627.94,19.5,203,Yes,29,38,40,410,34,41.8781,-87.6298,IL
8,101,T-Shirt,Groceries,420,Chicago,Supplier C,Monthly,3,876.01,-5.6,341,Yes,64,31,6,256,6,41.8781,-87.6298,IL
8,176,Sneakers,Groceries,9,New York,Supplier D,Quarterly,2,309.74,25.4,116,No,72,5,43,476,35,40.7128,-74.006,NY
4,151,Laptop,Clothing,420,Los Angeles,Supplier C,Monthly,12,140.7,1.2,34,Yes,87,25,46,211,3,34.0522,-118.2437,CA
1,165,Sofa,Clothing,29,Houston,Supplier B,Weekly,10,821.33,-1.6,201,No,88,28,39,405,33,29.7604,-95.3698,TX
7,151,Sofa,Footwear,144,Los Angeles,Supplier B,Monthly,7,388.69,14.6,150,No,15,19,22,92,9,34.0522,-118.2437,CA
1,191,Laptop,Electronics,348,Chicago,Supplier C,Weekly,10,654.57,-1.5,185,No,61,37,39,19,7,41.8781,-87.6298,IL
4,142,Sneakers,Furniture,149,Chicago,Supplier B,Monthly,6,739.94,10.3,116,No,11,42,19,100,41,41.8781,-87.6298,IL
8,189,Sofa,Furniture,64,Los Angeles,Supplier B,Quarterly,8,333.44,6.3,127,No,48,23,22,395,27,34.0522,-118.2437,CA
2,121,Sofa,Groceries,367,Houston,Supplier B,Quarterly,13,510.11,-0.7,164,No,41,36,31,147,1,29.7604,-95.3698,TX
6,154,Sneakers,Electronics,450,Houston,Supplier D,Monthly,14,895.98,1.7,36,Yes,60,45,42,69,40,29.7604,-95.3698,TX
6,166,Sneakers,Groceries,380,New York,Supplier C,Weekly,6,881.0,7.1,289,No,78,13,25,130,18,40.7128,-74.006,NY
9,198,Laptop,Furniture,187,Chicago,Supplier A,Quarterly,7,751.86,3.8,61,Yes,95,17,41,25,35,41.8781,-87.6298,IL
5,159,Bananas,Clothing,366,Chicago,Supplier A,Weekly,2,765.11,5.3,57,No,41,30,49,115,17,41.8781,-87.6298,IL
4,157,T-Shirt,Electronics,227,New York,Supplier C,Monthly,10,898.71,19.4,289,No,12,23,30,90,39,40.7128,-74.006,NY
5,111,Bananas,Electronics,118,Los Angeles,Supplier D,Quarterly,14,738.97,-3.3,273,No,71,49,45,286,11,34.0522,-118.2437,CA
5,187,Bananas,Footwear,412,Chicago,Supplier B,Quarterly,2,346.19,15.1,293,No,22,3,4,273,37,41.8781,-87.6298,IL
8,168,Sofa,Clothing,439,Los Angeles,Supplier B,Weekly,6,129.57,17.1,171,No,79,13,26,341,45,34.0522,-118.2437,CA
8,183,Sneakers,Clothing,356,Houston,Supplier D,Quarterly,9,427.67,22.1,59,No,30,32,7,212,11,29.7604,-95.3698,TX
2,138,Sofa,Groceries,254,Phoenix,Supplier A,Weekly,14,96.47,23.9,159,No,70,45,40,402,3,33.4484,-112.074,AZ
7,112,T-Shirt,Electronics,31,New York,Supplier C,Weekly,3,124.61,-3.7,295,Yes,23,35,48,111,13,40.7128,-74.006,NY
8,140,Laptop,Groceries,161,Chicago,Supplier C,Monthly,11,950.67,-4.5,99,No,98,2,12,464,28,41.8781,-87.6298,IL
6,156,T-Shirt,Clothing,215,New York,Supplier D,Weekly,10,679.13,14.6,148,Yes,80,47,1,348,38,40.7128,-74.006,NY
5,152,Sofa,Footwear,444,Houston,Supplier B,Quarterly,14,853.09,20.3,356,No,31,3,6,76,47,29.7604,-95.3698,TX
9,111,Sofa,Electronics,169,Houston,Supplier B,Weekly,14,646.47,0.9,99,No,41,48,1,296,34,29.7604,-95.3698,TX
3,112,Sofa,Clothing,81,Houston,Supplier B,Quarterly,13,424.35,11.0,237,Yes,50,29,8,390,28,29.7604,-95.3698,TX
4,173,Sofa,Footwear,46,Houston,Supplier C,Weekly,8,34.91,20.9,120,Yes,41,10,44,88,2,29.7604,-95.3698,TX
9,196,Bananas,Furniture,49,Phoenix,Supplier A,Monthly,5,956.28,20.7,149,No,51,20,48,498,46,33.4484,-112.074,AZ
6,156,Laptop,Clothing,449,Los Angeles,Supplier C,Monthly,13,80.22,16.2,236,Yes,61,34,33,427,2,34.0522,-118.2437,CA
8,139,Bananas,Furniture,298,Los Angeles,Supplier D,Weekly,6,614.06,-6.8,285,No,90,15,4,454,37,34.0522,-118.2437,CA
7,179,Sofa,Groceries,407,Phoenix,Supplier C,Weekly,6,111.18,-8.0,64,Yes,63,40,40,401,16,33.4484,-112.074,AZ
2,144,Sneakers,Furniture,368,Los Angeles,Supplier D,Weekly,11,291.31,5.5,153,Yes,71,45,6,170,8,34.0522,-118.2437,CA
3,134,Bananas,Clothing,283,Houston,Supplier C,Monthly,12,193.96,-8.9,141,Yes,94,1,45,147,40,29.7604,-95.3698,TX
1,102,Sofa,Furniture,473,Los Angeles,Supplier A,Weekly,10,558.18,26.2,236,Yes,99,26,3,367,11,34.0522,-118.2437,CA
9,104,Sofa,Electronics,416,New York,Supplier D,Weekly,11,888.2,-9.2,131,Yes,52,32,15,240,45,40.7128,-74.006,NY
7,189,Laptop,Clothing,467,Los Angeles,Supplier B,Quarterly,13,639.27,-8.8,223,No,12,2,6,55,15,34.0522,-118.2437,CA
1,110,T-Shirt,Footwear,88,New York,Supplier B,Monthly,3,667.55,-3.4,270,Yes,47,32,6,92,4,40.7128,-74.006,NY
3,170,Bananas,Furniture,121,Chicago,Supplier C,Monthly,11,909.84,15.1,176,Yes,90,41,37,253,23,41.8781,-87.6298,IL
4,155,Bananas,Electronics,3,New York,Supplier C,Weekly,11,751.93,11.7,161,Yes,48,29,27,157,8,40.7128,-74.006,NY
4,109,Bananas,Groceries,316,New York,Supplier A,Weekly,5,867.3,16.4,249,No,79,20,42,369,16,40.7128,-74.006,NY
5,133,Sofa,Groceries,460,Houston,Supplier A,Quarterly,12,422.23,25.7,133,No,94,23,41,438,16,29.7604,-95.3698,TX
3,166,Laptop,Furniture,227,Houston,Supplier B,Weekly,1,866.7,8.2,70,Yes,54,12,46,455,24,29.7604,-95.3698,TX
3,171,Sofa,Groceries,79,Houston,Supplier C,Monthly,2,649.4,-8.2,85,No,55,44,5,467,10,29.7604,-95.3698,TX
1,130,Sofa,Footwear,145,New York,Supplier D,Quarterly,10,144.25,20.5,340,No,22,10,39,251,34,40.7128,-74.006,NY
7,174,Sneakers,Clothing,242,Phoenix,Supplier A,Monthly,3,48.33,22.5,279,No,61,19,17,264,18,33.4484,-112.074,AZ
1,170,Laptop,Electronics,32,Houston,Supplier D,Weekly,4,251.59,-8.0,271,Yes,18,10,23,8,16,29.7604,-95.3698,TX
2,165,Bananas,Furniture,263,Houston,Supplier D,Quarterly,13,384.57,-0.3,156,Yes,66,19,17,325,36,29.7604,-95.3698,TX
4,169,T-Shirt,Groceries,211,New York,Supplier A,Monthly,9,839.19,20.8,179,No,78,26,41,299,8,40.7128,-74.006,NY
4,140,Bananas,Clothing,71,Chicago,Supplier C,Monthly,1,743.83,5.0,360,No,52,24,23,98,20,41.8781,-87.6298,IL
5,162,Sofa,Footwear,384,Chicago,Supplier D,Monthly,3,955.82,8.9,178,Yes,16,9,39,50,23,41.8781,-87.6298,IL
2,131,Laptop,Groceries,197,Los Angeles,Supplier C,Weekly,3,563.58,22.9,198,Yes,53,29,33,213,40,34.0522,-118.2437,CA
4,119,Laptop,Groceries,58,Chicago,Supplier D,Weekly,13,750.26,-6.2,74,No,53,29,2,4,14,41.8781,-87.6298,IL
1,156,Laptop,Electronics,424,Houston,Supplier C,Weekly,13,282.53,17.1,113,Yes,77,37,10,364,16,29.7604,-95.3698,TX
2,197,Sneakers,Footwear,469,Phoenix,Supplier C,Weekly,6,682.78,-1.4,37,No,86,28,19,292,38,33.4484,-112.074,AZ
1,149,Bananas,Footwear,112,Los Angeles,Supplier C,Monthly,5,709.09,-7.5,136,Yes,53,3,40,389,18,34.0522,-118.2437,CA
4,179,Sneakers,Furniture,48,Phoenix,Supplier C,Quarterly,3,849.93,16.5,294,Yes,88,23,9,241,40,33.4484,-112.074,AZ
4,124,T-Shirt,Electronics,435,Phoenix,Supplier A,Weekly,4,541.04,-5.1,175,Yes,49,4,15,471,30,33.4484,-112.074,AZ
7,111,Sofa,Furniture,185,Houston,Supplier D,Quarterly,11,652.52,19.9,60,Yes,86,14,43,19,36,29.7604,-95.3698,TX
9,170,Sneakers,Electronics,367,New York,Supplier C,Monthly,7,211.02,-1.9,273,No,52,38,24,426,36,40.7128,-74.006,NY
9,138,Sneakers,Footwear,327,New York,Supplier B,Weekly,3,739.39,-8.1,64,Yes,71,13,12,366,39,40.7128,-74.006,NY
5,116,Sofa,Electronics,165,New York,Supplier D,Monthly,9,840.03,-6.0,276,Yes,52,28,22,399,40,40.7128,-74.006,NY
1,144,Laptop,Electronics,215,Chicago,Supplier D,Weekly,8,597.8,23.7,47,Yes,99,39,18,442,41,41.8781,-87.6298,IL
1,110,Sofa,Electronics,331,New York,Supplier C,Weekly,13,124.52,4.8,53,Yes,28,44,2,270,1,40.7128,-74.006,NY
6,169,Bananas,Clothing,330,Houston,Supplier D,Quarterly,2,319.73,2.1,333,Yes,58,20,15,304,17,29.7604,-95.3698,TX
2,122,Sofa,Clothing,121,Chicago,Supplier B,Monthly,5,480.76,9.6,345,No,74,28,42,328,28,41.8781,-87.6298,IL
8,190,Laptop,Footwear,213,New York,Supplier B,Monthly,14,680.39,15.3,307,No,86,32,39,201,7,40.7128,-74.006,NY
9,169,Sofa,Electronics,311,Phoenix,Supplier B,Monthly,4,327.12,-8.5,59,Yes,34,14,9,104,20,33.4484,-112.074,AZ
4,137,Sneakers,Footwear,41,Houston,Supplier D,Quarterly,12,841.89,25.9,172,No,93,13,22,331,42,29.7604,-95.3698,TX
5,101,T-Shirt,Clothing,353,Houston,Supplier D,Quarterly,13,378.07,28.3,306,Yes,50,11,17,364,24,29.7604,-95.3698,TX
8,185,Sneakers,Electronics,404,Los Angeles,Supplier C,Monthly,5,52.41,6.7,41,No,32,38,14,366,1,34.0522,-118.2437,CA
3,183,T-Shirt,Furniture,289,Houston,Supplier D,Monthly,3,796.05,6.5,232,Yes,67,39,31,82,18,29.7604,-95.3698,TX
5,188,Sofa,Clothing,168,Phoenix,Supplier D,Weekly,10,647.78,25.1,279,Yes,97,42,41,319,26,33.4484,-112.074,AZ
3,178,Bananas,Clothing,483,Houston,Supplier C,Weekly,11,803.94,7.2,132,No,52,15,7,55,14,29.7604,-95.3698,TX
3,192,Sofa,Clothing,34,Los Angeles,Supplier B,Quarterly,1,355.4,24.2,64,Yes,49,9,47,288,19,34.0522,-118.2437,CA
3,171,Laptop,Electronics,318,Houston,Supplier C,Weekly,8,27.45,-8.9,353,Yes,39,3,35,236,18,29.7604,-95.3698,TX
7,136,Sofa,Groceries,484,Houston,Supplier A,Monthly,9,83.02,9.6,49,Yes,43,5,34,164,45,29.7604,-95.3698,TX
7,148,T-Shirt,Furniture,475,Los Angeles,Supplier D,Monthly,8,120.68,28.1,76,Yes,19,28,3,365,7,34.0522,-118.2437,CA
7,151,Sneakers,Furniture,275,Houston,Supplier D,Weekly,4,807.1,0.1,113,Yes,69,42,2,85,2,29.7604,-95.3698,TX
8,132,Bananas,Footwear,427,Chicago,Supplier A,Weekly,12,308.42,0.6,297,No,10,15,45,219,7,41.8781,-87.6298,IL
5,121,Sofa,Electronics,197,Houston,Supplier A,Quarterly,2,997.92,15.2,82,No,21,3,27,368,28,29.7604,-95.3698,TX
5,104,Sofa,Clothing,191,New York,Supplier A,Weekly,4,760.8,27.0,302,No,55,35,45,362,28,40.7128,-74.006,NY
4,117,Sneakers,Groceries,221,New York,Supplier C,Quarterly,14,605.14,-2.1,47,No,84,7,2,213,42,40.7128,-74.006,NY
7,137,Bananas,Electronics,10,Chicago,Supplier B,Weekly,9,983.78,26.9,133,Yes,26,30,41,203,17,41.8781,-87.6298,IL
4,136,Sofa,Electronics,120,Houston,Supplier C,Weekly,10,323.15,16.5,181,Yes,93,24,5,313,30,29.7604,-95.3698,TX
2,193,Sofa,Groceries,123,Phoenix,Supplier A,Weekly,9,173.96,29.7,357,No,67,31,21,300,21,33.4484,-112.074,AZ
4,194,T-Shirt,Clothing,247,Houston,Supplier C,Weekly,5,739.9,19.5,194,Yes,47,14,7,242,37,29.7604,-95.3698,TX
8,163,T-Shirt,Electronics,360,New York,Supplier D,Monthly,5,285.3,16.7,113,No,15,16,25,162,9,40.7128,-74.006,NY
9,109,Laptop,Furniture,397,Los Angeles,Supplier C,Monthly,10,961.43,22.6,337,Yes,71,4,45,179,36,34.0522,-118.2437,CA
3,178,Sneakers,Furniture,221,Chicago,Supplier A,Monthly,3,988.19,-3.0,180,Yes,93,3,1,453,22,41.8781,-87.6298,IL
7,141,Bananas,Groceries,261,Los Angeles,Supplier D,Weekly,14,927.14,27.8,66,No,83,35,9,92,15,34.0522,-118.2437,CA
9,147,Sofa,Clothing,58,Phoenix,Supplier B,Quarterly,6,945.31,-3.4,181,No,19,9,2,138,14,33.4484,-112.074,AZ
4,143,Sofa,Groceries,315,Houston,Supplier C,Weekly,7,619.5,-9.0,237,No,35,4,3,112,27,29.7604,-95.3698,TX
3,181,Laptop,Electronics,460,Phoenix,Supplier C,Monthly,12,695.2,17.9,79,No,67,19,44,396,18,33.4484,-112.074,AZ
5,186,Sofa,Furniture,128,Los Angeles,Supplier A,Quarterly,10,103.3,-2.6,249,No,26,24,37,169,10,34.0522,-118.2437,CA
1,196,Sneakers,Footwear,187,Houston,Supplier B,Quarterly,14,765.42,20.4,76,No,62,11,44,387,48,29.7604,-95.3698,TX
3,115,Laptop,Groceries,205,Phoenix,Supplier D,Monthly,12,210.04,21.8,47,No,87,15,4,321,22,33.4484,-112.074,AZ
8,153,Sneakers,Footwear,86,New York,Supplier A,Weekly,9,841.92,-0.5,151,Yes,14,36,21,101,23,40.7128,-74.006,NY
8,134,Laptop,Footwear,104,New York,Supplier A,Quarterly,7,961.92,-6.5,311,No,76,31,26,296,42,40.7128,-74.006,NY
4,197,Sofa,Furniture,143,Chicago,Supplier C,Quarterly,3,220.25,10.0,149,No,29,8,44,497,41,41.8781,-87.6298,IL
2,127,Laptop,Groceries,205,New York,Supplier B,Monthly,12,87.25,25.6,280,No,60,2,37,193,48,40.7128,-74.006,NY
8,101,T-Shirt,Footwear,129,New York,Supplier A,Quarterly,13,489.05,23.9,356,Yes,55,3,14,461,5,40.7128,-74.006,NY
8,193,Bananas,Electronics,246,Los Angeles,Supplier C,Quarterly,7,793.63,-5.3,328,Yes,88,3,46,358,25,34.0522,-118.2437,CA
4,112,Sofa,Clothing,38,New York,Supplier D,Quarterly,13,772.93,28.6,76,Yes,76,21,10,207,1,40.7128,-74.006,NY
3,140,Bananas,Clothing,363,New York,Supplier A,Weekly,1,699.85,0.6,114,No,12,12,26,455,24,40.7128,-74.006,NY
2,179,Sofa,Furniture,109,Los Angeles,Supplier D,Weekly,2,822.49,4.0,328,Yes,32,14,10,286,33,34.0522,-118.2437,CA
9,158,Bananas,Groceries,309,New York,Supplier D,Monthly,4,183.24,-4.0,189,No,18,23,37,216,37,40.7128,-74.006,NY
1,168,T-Shirt,Groceries,52,New York,Supplier C,Weekly,7,655.42,5.1,36,No,20,13,18,456,7,40.7128,-74.006,NY
7,191,Bananas,Clothing,1,Chicago,Supplier B,Quarterly,9,609.62,15.4,274,Yes,56,16,27,451,24,41.8781,-87.6298,IL
5,152,Laptop,Electronics,11,New York,Supplier D,Weekly,5,161.9,10.2,244,No,58,17,17,463,15,40.7128,-74.006,NY
8,144,Bananas,Clothing,314,New York,Supplier A,Quarterly,8,420.28,23.1,241,Yes,53,18,10,228,11,40.7128,-74.006,NY
4,119,Sofa,Clothing,235,Chicago,Supplier B,Quarterly,7,854.0,15.7,241,Yes,22,13,11,361,44,41.8781,-87.6298,IL
7,123,Sneakers,Groceries,128,Los Angeles,Supplier B,Weekly,5,972.08,0.5,317,Yes,17,26,47,43,17,34.0522,-118.2437,CA
5,160,Bananas,Footwear,424,New York,Supplier C,Weekly,13,668.78,12.3,247,Yes,72,45,24,181,49,40.7128,-74.006,NY
5,190,Bananas,Electronics,214,Phoenix,Supplier A,Weekly,3,922.72,-7.4,280,No,31,40,19,462,23,33.4484,-112.074,AZ
9,193,Bananas,Groceries,483,Los Angeles,Supplier A,Weekly,3,140.73,13.2,350,Yes,47,39,44,347,49,34.0522,-118.2437,CA
9,157,Sofa,Clothing,444,Los Angeles,Supplier C,Monthly,13,975.31,5.6,343,Yes,36,31,16,286,4,34.0522,-118.2437,CA
9,126,Bananas,Footwear,243,New York,Supplier C,Weekly,6,43.17,-6.1,210,No,35,40,23,297,31,40.7128,-74.006,NY
6,125,Sofa,Electronics,44,Chicago,Supplier B,Monthly,10,531.99,2.3,121,No,32,17,12,44,34,41.8781,-87.6298,IL
6,106,Sofa,Furniture,6,Los Angeles,Supplier D,Quarterly,11,298.1,25.9,247,Yes,74,32,19,37,10,34.0522,-118.2437,CA
5,141,Sneakers,Electronics,156,Chicago,Supplier D,Monthly,4,815.77,13.4,319,Yes,83,1,25,373,37,41.8781,-87.6298,IL
9,146,Laptop,Electronics,415,Phoenix,Supplier D,Quarterly,3,225.37,26.1,119,Yes,56,35,3,249,10,33.4484,-112.074,AZ
8,152,Sofa,Clothing,8,Chicago,Supplier D,Monthly,4,21.41,6.4,226,Yes,70,36,13,390,42,41.8781,-87.6298,IL
7,158,T-Shirt,Clothing,5,Houston,Supplier A,Monthly,3,420.46,29.2,213,No,55,19,21,83,11,29.7604,-95.3698,TX
7,137,Bananas,Furniture,362,Chicago,Supplier A,Quarterly,13,73.47,4.4,95,Yes,13,28,22,380,31,41.8781,-87.6298,IL
6,168,T-Shirt,Furniture,182,Los Angeles,Supplier C,Monthly,12,297.19,20.3,127,No,40,2,47,421,10,34.0522,-118.2437,CA
5,186,Bananas,Furniture,112,Chicago,Supplier C,Quarterly,10,647.31,2.2,335,No,13,29,29,257,43,41.8781,-87.6298,IL
4,191,Sneakers,Groceries,492,Chicago,Supplier D,Weekly,11,301.76,-5.8,53,No,38,43,49,217,38,41.8781,-87.6298,IL
3,197,Sofa,Groceries,273,Houston,Supplier C,Quarterly,11,253.34,23.3,249,Yes,82,29,43,10,42,29.7604,-95.3698,TX
3,152,Laptop,Clothing,422,Houston,Supplier A,Monthly,13,163.94,20.5,203,Yes,88,43,25,238,8,29.7604,-95.3698,TX
6,114,Sofa,Clothing,265,New York,Supplier D,Weekly,12,143.82,22.8,274,No,53,19,23,26,11,40.7128,-74.006,NY
4,195,Bananas,Furniture,458,Los Angeles,Supplier D,Monthly,6,530.6,2.0,143,Yes,12,28,12,251,20,34.0522,-118.2437,CA
6,125,Laptop,Groceries,212,New York,Supplier A,Weekly,13,684.69,18.1,295,No,68,34,49,215,24,40.7128,-74.006,NY
3,147,Sofa,Footwear,78,Houston,Supplier B,Quarterly,7,458.21,-1.2,252,No,88,31,23,145,7,29.7604,-95.3698,TX
4,194,Laptop,Groceries,270,Chicago,Supplier D,Weekly,4,132.37,-9.5,337,Yes,62,37,5,320,21,41.8781,-87.6298,IL
9,118,Bananas,Clothing,154,Houston,Supplier C,Weekly,3,651.28,24.7,264,Yes,20,19,29,222,44,29.7604,-95.3698,TX
5,108,Sneakers,Groceries,221,Phoenix,Supplier B,Weekly,3,561.55,10.9,335,No,15,32,5,411,6,33.4484,-112.074,AZ
7,163,Sneakers,Clothing,369,Chicago,Supplier A,Monthly,11,387.46,29.3,139,No,56,29,39,459,31,41.8781,-87.6298,IL
2,192,Sofa,Furniture,446,New York,Supplier B,Weekly,3,336.75,5.4,343,No,16,9,35,324,12,40.7128,-74.006,NY
5,153,T-Shirt,Furniture,347,Chicago,Supplier B,Quarterly,9,191.32,28.3,42,Yes,77,7,35,18,37,41.8781,-87.6298,IL
9,150,Bananas,Furniture,25,Phoenix,Supplier D,Quarterly,11,154.84,14.6,154,Yes,94,12,17,339,13,33.4484,-112.074,AZ
3,138,Sofa,Footwear,464,Houston,Supplier B,Quarterly,11,345.38,10.5,344,Yes,10,31,30,228,49,29.7604,-95.3698,TX
9,103,Sofa,Footwear,420,Los Angeles,Supplier C,Weekly,14,51.21,2.1,196,No,65,18,2,236,31,34.0522,-118.2437,CA
6,102,Sneakers,Clothing,354,Los Angeles,Supplier D,Quarterly,14,442.26,23.0,82,Yes,96,28,15,366,9,34.0522,-118.2437,CA
4,163,Laptop,Electronics,208,Los Angeles,Supplier A,Monthly,12,605.56,23.2,215,No,86,21,23,434,27,34.0522,-118.2437,CA
7,128,Bananas,Footwear,417,Houston,Supplier C,Quarterly,3,942.24,6.7,305,No,52,9,42,346,17,29.7604,-95.3698,TX
8,110,Laptop,Clothing,3,Los Angeles,Supplier D,Weekly,3,629.57,19.1,39,Yes,37,34,26,449,8,34.0522,-118.2437,CA
6,196,Bananas,Groceries,215,Phoenix,Supplier B,Quarterly,8,627.84,7.9,176,No,38,34,11,276,27,33.4484,-112.074,AZ
5,157,T-Shirt,Furniture,395,Houston,Supplier C,Weekly,4,380.67,19.6,346,No,27,47,24,121,40,29.7604,-95.3698,TX
6,174,Sneakers,Furniture,112,Los Angeles,Supplier D,Weekly,7,141.98,29.8,362,No,96,24,9,62,15,34.0522,-118.2437,CA
5,126,T-Shirt,Furniture,442,New York,Supplier D,Quarterly,3,452.47,0.5,147,Yes,82,16,14,331,39,40.7128,-74.006,NY
8,196,Sofa,Clothing,192,Houston,Supplier A,Monthly,8,602.69,15.4,47,No,71,28,24,187,6,29.7604,-95.3698,TX
1,120,Sneakers,Furniture,402,Houston,Supplier D,Monthly,3,726.79,5.2,255,No,15,46,7,25,32,29.7604,-95.3698,TX
7,138,Sofa,Footwear,47,Chicago,Supplier A,Quarterly,5,827.83,11.9,141,Yes,25,47,10,380,48,41.8781,-87.6298,IL
